FECHA DE CORTE;NUMERO_LOCALIDAD;NOMBRE_LOCALIDAD;DANE12_ESTABLECIMIENTO_EDUCATIVO;NOMBRE_ESTABLECIMIENTO_EDUCATIVO;NIT;DANE12_SEDE_EDUCATIVA;NOMBRE_SEDE_EDUCATIVA;CONSECUTIVO;ORDEN DE SEDE;SECTOR;CLASE;NATURALEZA JURIDICA;ZONA;DIRECCION;BARRIO;TELEFONO;FAX;EMAIL;WEB;CODIGO POSTAL;CALENDARIO;GENERO;JORNADAS;NIVELES;GRADOS PREESCOLAR;GRADOS BASICA PRIMARIA;GRADOS BASICA SECUNDARIA;GRADOS MEDIA;MODELO PEDAGOGICO PREESCOLAR;MODELO PEDAGOGICO BASICA PRIMARIA;MODELO PEDAGOGICO BASICA SECUNDARIA;MODELO PEDAGOGICO MEDIA;CARACTER PARA LA MEDIA;ESPECIALIDAD PARA LA MEDIA;ENFASIS PARA EL CARACTER ACADEMICO DE LA MEDIA;DISCAPACIDAD POR CATEGORIA;TALENTOS O CAPACIDADES EXCEPCIONALES;GRUPOS ETNICOS;SITUACION DE CONFLICTO;BILINGUE;ESTRATO_GEO;No_UPZ;NOMBRE_UPZ;SECTOR_CENSAL;X;Y;RESOLUCIONES LICENCIA DE FUNCIONAMIENTO-INTEGRACION-OTRAS (DD-MM-AAAA)
JUNIO 30 - 2014;1;USAQUEN;111848002689;COLEGIO DIVINO MAESTRO (IED);;111848000058;SAN CRISTOBAL NORTE;03;C;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 7 D # 163 A - 56;SAN CRISTOBAL NORTE;6698282;6698282;coldivinomaestro1@redp.edu.co;Z-NO INFORMA;110131;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;0;1,2;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;AUDITIVA-COGNITIVA-OTRA;;INDIGENA-AFROCOLOMBIANO;;;3;11;SAN CRISTOBAL NORTE;8505;105894,47;115821,42;RES 7437 13 NOV 1998 -RECONOCIMIENTO OFICIAL PARA EXPEDIR TITULO DE BACHILLER - 370 (31-01-2007) AMPLIA SERVICIO EDUCATIVO -2393 14 AGOS 2002 INTEGRACION - 2594 19 MAR 1997 CREACION Y FUNCIONAMIENTO - 5581 (11-08-1987) RECONOCE Y LEGALIZA LA EXISTENCIA
JUNIO 30 - 2014;1;USAQUEN;111848002689;COLEGIO DIVINO MAESTRO (IED);;111848000091;DIVINO MAESTRO;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 164 # 7 F - 08;SAN CRISTOBAL NORTE;5263620;5263620;coldivinomaestro1@redp.edu.co;Z-NO INFORMA;110131;A;MIXTO;MAÑANA-TARDE;BASICA PRIMARIA-BASICA SECUNDARIA;;4,5;6,7,8;;;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;MOTORA-COGNITIVA;CAPACIDADES EXCEPCIONALES;AFROCOLOMBIANO;;;3;11;SAN CRISTOBAL NORTE;8505;105819,45;115919,50;RES 7437 13 NOV 1998 -RECONOCIMIENTO OFICIAL PARA EXPEDIR TITULO DE BACHILLER - 370 (31-01-2007) AMPLIA SERVICIO EDUCATIVO -2393 14 AGOS 2002 INTEGRACION - 2594 19 MAR 1997 CREACION Y FUNCIONAMIENTO - 3328 16 OCT 2002 ADOPCION NOMBRE
JUNIO 30 - 2014;1;USAQUEN;111848002689;COLEGIO DIVINO MAESTRO (IED);;111848002689;PILOTO BAVARIA;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 8 C # 163 B - 20;SAN CRISTOBAL NORTE;5260673 -- 5263620 -- 6718692;5263620;coldivinomaestro1@redp.edu.co;Z-NO INFORMA;110131;A;MIXTO;MAÑANA-TARDE;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;2,3,4;9;10,11;;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;COGNITIVA;;AFROCOLOMBIANO;;;3;11;SAN CRISTOBAL NORTE;8505;105534,71;115882,25;RES 7437 13 NOV 1998 -RECONOCIMIENTO OFICIAL PARA EXPEDIR TITULO DE BACHILLER - 370 (31-01-2007) AMPLIA SERVICIO EDUCATIVO -2393 14 AGOS 2002 INTEGRACION - 2594 19 MAR 1997 CREACION Y FUNCIONAMIENTO -3328 16 OCT 2002 ADOPCION NOMBRE
JUNIO 30 - 2014;1;USAQUEN;111848003031;COLEGIO CRISTOBAL COLON (IED);;111001046949;SANTA CECILIA BAJA;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 5 A # 163 D - 46;BOSQUE DE PINOS;6788963 -- 6799169;6774300;coldicristobalcolo1@redp.edu.co;Z-NO INFORMA;110131;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;0;11;SAN CRISTOBAL NORTE;8504;106216,75;115758,82;RES 7437 13 NOV 1998 -RECONOCIMIENTO OFICIAL PARA EXPEDIR TITULO DE BACHILLER - 1653(24-05-2002) INTEGRACION -2953 14 SEP 2011 AUTORIZA CONDICIONES - 2406 17 JUL 2000 AUTORIZA PARA REALIZAR EXAMENES DE VALIDACIONADMINISTRATIVAS Y ACADEMICAS - 5581 (11-08-1987) RECONOCE Y LEGALIZA LA EXISTENCIA -5375 ACLARA REUBICACION RECTOR
JUNIO 30 - 2014;1;USAQUEN;111848003031;COLEGIO CRISTOBAL COLON (IED);;111848000074;SORATAMA;03;C;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 167 # 3 - 44;LA CITA;6798412 -- 6782756;6774300 EXT 102;coldicristobalcolo1@redp.edu.co;Z-NO INFORMA;110131;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;1;11;SAN CRISTOBAL NORTE;8504;106477,16;116283,37;RES 7437 13 NOV 1998 -RECONOCIMIENTO OFICIAL PARA EXPEDIR TITULO DE BACHILLER - 1653(24-05-2002) INTEGRACION -2953 14 SEP 2011 AUTORIZA CONDICIONES - ADMINISTRATIVAS Y ACADEMICAS - 5581 (11-08-1987) RECONOCE Y LEGALIZA LA EXISTENCIA - 1229 10 ABR 2000 DETERMINA ESTAB EDUC UBICADOS EN ZONAS DE DIFICIL ACCESO
JUNIO 30 - 2014;1;USAQUEN;111848003031;COLEGIO CRISTOBAL COLON (IED);;111848003031;CRISTOBAL COLON (SERVITA);01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 165 # 8 A - 03;SAN CRISTOBAL NORTE;6719464 -- 6775223 -- 6774300;6774300;coldicristobalcolo1@redp.edu.co;Z-NO INFORMA;110131;A;MIXTO;MAÑANA-TARDE-NOCTURNA;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;CICLO1-CICLO2;6,7,8,9,CICLO3-CICLO4;10,11,CICLO5-CICLO6;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION TRADICIONAL-EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION TRADICIONAL-EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;11;SAN CRISTOBAL NORTE;8505;105715,97;116057,84;RES 7437 13 NOV 1998 -RECONOCIMIENTO OFICIAL PARA EXPEDIR TITULO DE BACHILLER - 1653(24-05-2002) INTEGRACION -2953 14 SEP 2011 AUTORIZA CONDICIONES ADMINISTRATIVAS Y ACADEMICAS - 1971 14 JUL 2002 ADOPCION NOMBRE - ACUERDO 2 DE 1996 FORMALIZA LA CREACION DE CENTROS DE EDUC FORMAL EN VARIOS NIVELES - ACUERDO 011 LEGALIZA NOVEDADES EN PLANTELES DIS NACIONALIZADOS
JUNIO 30 - 2014;1;USAQUEN;111848003910;COLEGIO GENERAL SANTANDER (IED);;111848003910;GENERAL SANTANDER;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 159 # 8 - 56;BARRANCAS NORTE;6788559 -- 6788487;6788559;coldigeneralsantan1@redp.edu.co;Z-NO INFORMA;110131;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;MOTORA;;;;;3;11;SAN CRISTOBAL NORTE;8506;105470,58;115351,63;Res_2815_27-Nov-1990_APRUEBA ESTUDIOS - Acta_0711 - 7437 13 NOV 1998 -RECONOCIMIENTO OFICIAL PARA EXPEDIR TITULO DE BACHILLER - 1637(24-05-2002) INTEGRACION -2953 14 SEP 2011 AUTORIZA CONDICIONES - ADMINISTRATIVAS Y ACADEMICAS -1961 4 JUL 1969 ADOPCION NOMBRE - 4636 15 DIC 1995 AUTORIZA ABRIR NUEVOS CURSOS EN EDUC BAS SEC Y MEDIA - ACUERDO 007 PROPONE AL GOB NAL LA CREACION DE PLANTELES DIST NACIONALIZADOS
JUNIO 30 - 2014;1;USAQUEN;311001000735;COLEGIO COLSUBSIDIO NORTE;8600073361;311001000735;COLEGIO COLSUBSIDIO NORTE;01;A;NO OFICIAL;PRIVADO;CAJA DE COMPENSACION;URBANA;CL 151 # 15 - 70;LAS MARGARITAS;7045727;7045727 EXT 18130;colegioceicnorte.secretariaacademica@colsubsidio.com -- colegio.ceicnorte@colsubsidio.com;http://publico.colsubsidio.com/colegio-ceic-norte;110131;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;0;23;CASA BLANCA SUBA;9201;100225,21;116893,87;Res_010132_30-Nov-2012_Lic de Funcionamiento - 1936 (11-05-2007) -- 110333 (07-12-2010) --
JUNIO 30 - 2014;1;USAQUEN;311001002452;FUNDACION COLEGIO CLARA CASAS MORALES;830029224-0;311001002452;FUNDACION COLEGIO CLARA CASAS MORALES;01;A;NO OFICIAL;PRIVADO;FUNDACION;URBANA;KR 8 G # 168 - 30;SANTA TERESA;6789982;6701728;rectoria@colegioclaracasas.edu.co;www.colegioclaracasas.edu.co;110131;A;FEMENINO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;AUDITIVA-VISUAL-MOTORA-COGNITIVA;;;;;3;10;LA URIBE;8503;105354,04;116595,22;Res_4244_22-Jun-1976_LEGALIZA ESTUDIOS - Res_1020_29-Mar-2000_CAMBIO DE NOMBRE - Res_4540_10-Nov-1969_APRUEBA ESTUDIOS - 1225 27 NOV LIC DE FUNCIONAMIENTO AMPLIACION - 780 6 -MAR 2006 AUTORIZA SEDE - 
JUNIO 30 - 2014;1;USAQUEN;311001003271;COLEGIO EUCARISTICO;;311001003271;COLEGIO EUCARISTICO;01;A;NO OFICIAL;PRIVADO;COMUNIDAD RELIGIOSA;URBANA;CL 170 # 17 A - 32;LAS GRANJAS DEL NORTE;6722474 -- 6700734;6784005;secretaria@colegioeucaristico.com -- villag@colegioeucaristico.com;www.colegioeucaristico.com;110141;A;FEMENINO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;0;10;LA URIBE;8524;105484,58;116748,11;Res_11711_10-Sep-1987_APRUEBA ESTUDIOS - Res_15078_00000_APRUEBA ESTUDIOS - 1378 13 NOV 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 7438 13 Nov 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;1;USAQUEN;311001010781;COLEGIO CALASANZ ;;311001010781;COLEGIO CALASANZ ;01;A;NO OFICIAL;PRIVADO;COMUNIDAD RELIGIOSA;URBANA;KR 20 A # 173 A - 10;LA URIBE;6780942 -- 6725701 -- 6698835/36;6698836;colegiocalasanz@ccb.edu.co -- rectoria@ccb.edu.co -- mbernal@ccb.edu.co;www.ccb.edu.co;110141;OTRO;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;VISUAL-MOTORA;;;;;4;10;LA URIBE;8528;103840,45;117392,88;RES 1378 13 NOV 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 7438 13 Nov 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;1;USAQUEN;311001017891;COLEGIO JOSE MANUEL MARROQUIN;190853782;311001017891;COLEGIO JOSE MANUEL MARROQUIN;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 8 C # 164 - 24;SAN CRISTOBAL NORTE;6717821 -- 6749185;6749185;coljosemanuelmarroquin2006@terra.com.co;Z-NO INFORMA;110131;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;OTRO ;OTRO;OTRO;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;11;SAN CRISTOBAL NORTE;8505;105543,53;115983,29;RES 1378 13 NOV 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 7438 13 Nov 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;1;USAQUEN;311001029512;JARDIN INFANTIL GIMNASIO DE LA INFANCIA;35459820;311001029512;JARDIN INFANTIL GIMNASIO DE LA INFANCIA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 8 A # 108 A - 19;SANTA ANA OCCIDENTAL;2133362 -- 6121848 -- 8624920;8624920;haca09@gmail.com;Z-NO INFORMA;110111;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;5;14;USAQUEN;8414;104513,40;109935,73;
JUNIO 30 - 2014;1;USAQUEN;311001031584;INSTITUTO FERRINI ;61486941;311001031584;INSTITUTO FERRINI;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 13 # 135 - 33;LISBOA;2591200 -- 2164266;2164266;ferriniaulavirtualnp@hotmail.com -- secretariaferrini@hotmail.com;www.ferrinibogota.com;110121;OTRO;MIXTO;MAÑANA-FINDESEMANA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;5;13;LOS CEDROS;8513;105130,78;112934,51;RES 2813 5 AGOS 1996 AMPLIAR LA PRESTACION DEL SERVICIO - 1893 21 JUN 1999 INICIACION DE LABORES
JUNIO 30 - 2014;1;USAQUEN;311001032246;ESCUELA PEDAGOGICA EXPERIMENTAL;800149525-8;311001032246;ESCUELA PEDAGOGICA EXPERIMENTAL;01;A;NO OFICIAL;PRIVADO;CORPORACION;RURAL;KM 5 VIA A LA CALERA;LA CALERA;6486823 -- 6485371;3409675;epe@epe.edu.co -- marleny.caro@epe.edu.co;www.epe.edu.co;110111;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;SIN ESTRATO;UPR 2;CERROS ORIENTALES;8318;106574,07;108760,94;RES 1378 13 NOV 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 7438 13 Nov 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;1;USAQUEN;311001033633;CENTRO EDUCATIVO Y CULTURAL ESPAÑOL REYES CATOLICOS;8600773489;311001033633;CENTRO EDUCATIVO Y CULTURAL ESPAÑOL REYES CATOLICOS;01;A;NO OFICIAL;PRIVADO;OTRA ;URBANA;CL 127 A # 11 B - 54;BELLA SUIZA;6336992 -- 2747012 EXT 111;2748695 -- 6336992;reyescatolicos.co@mecd.es;www.educacion.es/exterior/centros/reyescatolicos;110121;B;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11,12;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;6;15;COUNTRY CLUB;8402;104510,19;112250,97;
JUNIO 30 - 2014;1;USAQUEN;311001036489;CENTRO SANTA MARIA;8600450946;311001036489;CENTRO SANTA MARIA;01;A;NO OFICIAL;PRIVADO;FUNDACION;URBANA;KR 11 # 185 B - 17;SAN CRISTOBAL NORTE;8050428 -- 6714440;8050428;centrosantamaria84@hotmail.com -- mjzuleta@csm.edu.co;Z-NO INFORMA;110141;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;9;VERBENAL;8526;104929,85;118424,56;Res_1895_21-Jun_1999_LIC DE FUNCIONAMIENTO AMPLIACION - Res_3012_3-Abr-1986_APROBACION DE ESTUDIOS
JUNIO 30 - 2014;1;USAQUEN;311001039054;COLEGIO FUNDACION LA PAZ;800114987;311001039054;COLEGIO FUNDACION LA PAZ;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 8 C BIS # 163 B - 25;SAN CRISTOBAL NORTE;6728636 -- 6774459;Z-NO INFORMA;fundapaz163@hotmail.com;Z-NO INFORMA;110131;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;11;SAN CRISTOBAL NORTE;8505;105500,40;115902,81;RES 1378 13 NOV 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 7438 13 Nov 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;1;USAQUEN;311001039402;JARDIN INFANTIL MI PATO CUA CUA;403687565;311001039402;JARDIN INFANTIL MI PATO CUA CUA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 18 A # 104 - 45;ZZ-NO INFORMA;2364368 -- 2561911 -- 4782452;2364368 EXT 103;mipatocuacua@hotmail.com -- academico@mipatocuacua.com;www.mipatocuacua.com;110111;B;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;AFROCOLOMBIANO;;;6;16;SANTA BARBARA;8412;103214,34;110390,27;
JUNIO 30 - 2014;1;USAQUEN;311001041334;LICEO ALTA BLANCA;19317335-3;311001041334;LICEO ALTA BLANCA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 157 # 7 H - 70;ZZ-NO INFORMA;6703303 -- 6701861;6703303;liceoaltablanca@etb.net.co;www.liceoaltablanca.com;110131;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;MOTORA;;;;;0;11;SAN CRISTOBAL NORTE;8535;105946,23;115104,81;RES 1378 13 NOV 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 7438 13 Nov 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;1;USAQUEN;311001042438;JARDIN INFANTIL PEQUEÑOS ENCANTOS;800140416;311001042438;JARDIN INFANTIL PEQUEÑOS ENCANTOS;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;URBANA;CL 154 # 19 A - 29 ESTE;ESTRELLA DEL NORTE;2584842 -- 2586986 -- 6152121;2584842 EXT 102;pequenosencantos@hotmail.com -- dianaramirezdirecciongeneral@hotmail.com -- preescolare@hotmail.com;www.pequenosencantos.net -- www.pequenosencantos.edu.co;110131;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;4;12;TOBERIN;8519;103665,79;115651,42;RES 2652 20 JUN 2005 AUTORIZA SEDE - 003694 29 JUL 1996 INICIACION DE LABORES -3695 29 JUL 1996 INICIACION DE LABORES
JUNIO 30 - 2014;1;USAQUEN;311001044503;JARDIN INFANTIL Y GUARDERIA COLORIN COLORAN;8600260042;311001044503;JARDIN INFANTIL Y GUARDERIA COLORIN COLORAN;01;A;NO OFICIAL;PRIVADO;ASOCIACION;URBANA;DG 107 # 6 - 50;SANTA ANA;2151162;2151162;colorincoloran@yahoo.com;www.colorincoloran.com;110111;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;COGNITIVA-AUTISMO-OTRA;;;;;4;14;USAQUEN;8409;104726,76;110003,40;Res_087_31-Ene-1992_Aprobacion de Estudios - Res_003675_31-oct-1998_Inicio de Labores
JUNIO 30 - 2014;1;USAQUEN;311001044783;LICEO PSICOPEDAGOGICO TIBABITA;800054409-2;311001044783;LICEO PSICOPEDAGOGICO TIBABITA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 8 # 190 - 14;TIBABITA;5101587;5101587;lptibabita@hotmail.com;www.liceopsicopedagogicotibabita.com;110141;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;9;VERBENAL;Z-NO INFORMA;105429,15;118837,13;RES 1378 13 NOV 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 7438 13 Nov 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;1;USAQUEN;311001046468;JARDIN INFANTIL LA CASITA DE SAMY;41521589;311001046468;JARDIN INFANTIL LA CASITA DE SAMY;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 20 # 143 - 26;ZZ-NO INFORMA;6333894 -- 6250870 -- 2580645;2747035;jilacasitadesamy123@hotmail.com;www.lacasitadesamy.edu.co;110121;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;AUTISMO;;;;;4;13;LOS CEDROS;8515;103347,21;114307,84;Res_816_09-Abr-1990_Inicio de Labores - Res_815_09-Abr-1990_Inicio de Labores - Res_5687_12-Dic-2006_Nueva Sede - 1338 17 ABR 2006 LIC DE FUNCIONAMIENTO - 371 12 FEB 2008 CAMBIO DE NOMBRE A LICEO INFANTIL LACASITA DE VIKY -5687 12 DIC 2006 NUEVA SEDE - 1099 10 ABR 2008 ADOPCION REGIMEN
JUNIO 30 - 2014;1;USAQUEN;311001046743;ASOCIACION COLEGIO ANEXO SAN FRANCISCO DE ASIS;8000143427;311001046743;ASOCIACION COLEGIO ANEXO SAN FRANCISCO DE ASIS;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 151 # 16 - 40;CEDRO BOLIVAR;5261678;5280640;col_sanfrancisco@hotmail.com -- gloria__c@hotmail.com;Z-NO INFORMA;110131;B;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;4;13;LOS CEDROS;8508;105380,50;114417,83;RES 01-0033 24 06 2010 AUTORIZA LICENCIA NUEVA SEDE - 1378 13 NOV 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 7438 13 Nov 1998 RECONOCE ESTUDIOS Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;1;USAQUEN;311001047278;JARDIN INFANTIL EL RINCON DEL TERCER PUENTE;;311001047278;JARDIN INFANTIL EL RINCON DEL TERCER PUENTE;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 22 # 168 - 87;EL TOBERIN;6717290 -- 6749387;6691311;jardincitoinfantil170@gmail.com;www.jardininfantilelrincondeltercerpuente.com;110131;A;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;12;TOBERIN;8501;103613,23;117058,95;RES 11-0094 04 SEP 2009 LIC DE FUNCIONAMIENTO - 2515 14 JUN 2005 NUEVA SEDE -003069 20 JUN 1986 INICIO DE LABORES - 003070 25 JUN 1986 INICIO DE LABORES
