ESTABLECIMIENTO;DIRECCION;LOCALIDAD;BARRIO;ZONA_SITP;FECHA CORTE
CAFE INTERNET CALL NET COMUNICACIONES;CALLE 10 No 26 - 20 LOCAL 4;LOS MARTIRES;RICAURTE;Zona Neutra;01/09/2014
MLAITON ELECTROCOMINICACIONES S A S;CARRERA 27 No 3 - 45;LOS MARTIRES;VERAGUAS;Zona Neutra;01/09/2014
ARTICULOS PLASTICOS SAMPLAS;CARRERA 27 No 5A - 51 DIRECCION NUEVA;LOS MARTIRES;VERAGUAS;Zona Neutra;01/09/2014
CAFE INTERNET LUNA TEL.COM;CALLE 3 No 27 - 06;LOS MARTIRES;VERAGUAS;Zona Neutra;01/09/2014
PAPELERIA FRANCISCO CONTRERAS;CARRERA 20 No 14 - 40;LOS MARTIRES;EL LISTON;Zona Neutra;01/09/2014
CONECTING PEOPLE YESHUA.COM;CARRERA 18 No 5 - 00;LOS MARTIRES;LA ESTANZUELA;Zona Neutra;01/09/2014
CABINAS TELEFONICAS SIM CORTO COMUNICACIONES;CALLE 6A No 15 - 31;LOS MARTIRES;LA ESTANZUELA;Zona Neutra;01/09/2014
CAFE INTERNET CELUCOM M;CARRERA 16 No 7A - 29;LOS MARTIRES;LA ESTANZUELA;Zona Neutra;01/09/2014
MISCELANEA NIKO HR;CALLE 9 No 29 55;LOS MARTIRES;RICAURTE;Zona Neutra;01/09/2014
DROGUERIA EL DESQNTON;CALLE 24 No 15 14 LOCAL 102;LOS MARTIRES;SANTA FE;Zona Neutra;01/09/2014
CABINAS TELEFONICAS CELLCOMMIMARI;CALLE 15 No 15A - 09;LOS MARTIRES;SAN VICTORINO;Zona Neutra;01/09/2014
CAFE INTERNET ESCAPARATEDECO;CARRERA 17 No 24 - 99;LOS MARTIRES;SANTA FE;Zona Neutra;01/09/2014
CAFE INTERNET FELIPIN;CALLE 16 No 20 - 16;LOS MARTIRES;EL LISTON;Zona Neutra;01/09/2014
CERRAJERIA GIO BAR;CALLE 7 No 22A 08;LOS MARTIRES;LA PEPITA;Zona Neutra;01/09/2014
DROGUERIA ALFA DROGUERIAS Y SUPER TIENDAS;CALLE 18A No 14 - 00;LOS MARTIRES;LA FAVORITA;Zona Neutra;01/09/2014
PAPELERIA CONTACTO TELEFONICO EU;CALLE 22  NRO 16 - 13;LOS MARTIRES;SANTA FE;Zona Neutra;01/09/2014
CABINAS TELEFONICAS INDYCAR;CALLE 12 No 23 - 41;LOS MARTIRES;LA SABANA;Zona Neutra;01/09/2014
CAFE INTERNET TATYCOM;CALLE 18 No 15 - 30;LOS MARTIRES;LA FAVORITA;Zona Neutra;01/09/2014
CAFE INTERNET CENTRO DE COPIADO ESMERALDITA;CARRERA 14 No 17 - 47 LOCAL 119;LOS MARTIRES;LA FAVORITA;Zona Neutra;01/09/2014
CAFE INTERNET PUNTONET;CARRERA 17 No 21 - 15;LOS MARTIRES;SANTA FE;Zona Neutra;01/09/2014
CIGARRERIA EL VERGEL CENTRO;CALLE 1F No 25 - 04;LOS MARTIRES;SANTA ISABEL;Zona Neutra;01/09/2014
CAFE EXPRES F M J A;CALLE 23 No 18 - 18;LOS MARTIRES;SANTA FE;Zona Neutra;01/09/2014
CABINAS TELEFONICAS GRAN VIA;CALLE 19 No 14 - 55;LOS MARTIRES;LA FAVORITA;Zona Neutra;01/09/2014
CAFE INTERNET MARCE.COM;AVENIDA 19 No 25 - 04 LOCAL 81376;LOS MARTIRES;PALOQUEMAO;Zona Neutra;01/09/2014
PAPELERIA Y MISCELANEA EL BUHO XXI;CALLE 2 No 26 - 21;LOS MARTIRES;SANTA ISABEL;Zona Neutra;01/09/2014
PAPELERIA CACHARRERIA EL REMATE;CALLE 2 No 25A - 04;LOS MARTIRES;SANTA ISABEL;Zona Neutra;01/09/2014
CAFE INTERNET COMPUMAGNETIC;CARRERA 25 No 2B - 77;LOS MARTIRES;SANTA ISABEL;Zona Neutra;01/09/2014
CAFE INTERNET INVERSIONES DF PAEZ;CARRERA 25 No 22B - 12;LOS MARTIRES;SAMPER MENDOZA;Zona Neutra;01/09/2014
PAPELERIA SEIMA;CARRERA 27  NRO 2 B - 70;LOS MARTIRES;SANTA ISABEL;Zona Neutra;01/09/2014
CAFE INTERNET CONEXIONES COMUNICACIONES;CARRERA 29 No 1F - 05;LOS MARTIRES;SANTA ISABEL;Zona Neutra;01/09/2014
CAFE INTERNET SERFOFAX;CARRERA 22 No 4B - 27;LOS MARTIRES;EL PROGRESO;Zona Neutra;01/09/2014
LITOGRAFIA LETRAS Y FORMAS;TRANSVERSAL 22 No 17 - 60 LOCAL 05;LOS MARTIRES;EL LISTON;Zona Neutra;01/09/2014
DROGUERIA RENACIMIENTO;CARRERA 19B No 23 - 66;LOS MARTIRES;SANTA FE;Zona Neutra;01/09/2014
TIENDA CLAUSS 123;CARRERA 18 No 22C - 26;LOS MARTIRES;SANTA FE;Zona Neutra;01/09/2014
CAFE INTERNET TECNOLOGIA BECU;CARRERA 14 No 23 95;LOS MARTIRES;SANTA FE;Zona Neutra;01/09/2014
CAFE INTERNET TELECOMUNICACIONES JUNIOR;CARRERA 20 NRO 3 26 SOACHA;Los Mártires;EL PROGRESO;Soacha;01/09/2014
MISCELANEA Y PAPELERIA AVENTURAS CONY;CALLE 1B No 52 - 45;PUENTE ARANDA;LA CAMELIA;Kennedy;01/09/2014
CAFE INTERNET CREACTIVOS;CARRERA 64A No 4B - 12;PUENTE ARANDA;LA PRADERA;Tintal - Zona Franca;01/09/2014
CAFE INTERNET LOUNGE;CARRERA 41A  No 4C - 74;PUENTE ARANDA;PRIMAVERA OCCIDENTAL;Tintal - Zona Franca;01/09/2014
MISCELANEA COMUNICACIONES BARBIE;CALLE 4A B No 40C - 41;PUENTE ARANDA;PRIMAVERA OCCIDENTAL;Tintal - Zona Franca;01/09/2014
FERRETERIA Y MANTENIMIENTO DE COMPUTADORES DRAWE SOLUCION;CARRERA 41A No 4 - 32;PUENTE ARANDA;PRIMAVERA OCCIDENTAL;Tintal - Zona Franca;01/09/2014
CAFE INTERNET TODO EN SISTEMAS;CARRERA 41A No 4C - 60;PUENTE ARANDA;PRIMAVERA OCCIDENTAL;Tintal - Zona Franca;01/09/2014
CAFE INTERNET CYBERADICTION;CARRERA 41 A No 3 - 81;PUENTE ARANDA;PRIMAVERA OCCIDENTAL;Tintal - Zona Franca;01/09/2014
CAFE INTERNET TIO WILLY;CARRERA 41 No 4B - 03 LOCAL 2;PUENTE ARANDA;PRIMAVERA OCCIDENTAL;Tintal - Zona Franca;01/09/2014
DROGUERIA FHARMA GROUP;AVENIDA CALLE 3 No 41 - 28;PUENTE ARANDA;PRIMAVERA OCCIDENTAL;Kennedy;01/09/2014
CABINAS TELEFONICAS TERRACEL COM;CARRERA 41 No 2G - 04 LOCAL 1 ESQUINA;PUENTE ARANDA;MONTES;Kennedy;01/09/2014
DROGUERIAS MINIMARKETS Y DROGUERIAS BOGOTA;AVENIDA CARRERA 50 No 2B - 20;PUENTE ARANDA;MONTES;Kennedy;01/09/2014
DROGUERIA EL CONSUELO U;CALLE 2B No 40D - 11 APARTAMENTO 101;PUENTE ARANDA;MONTES;Kennedy;01/09/2014
PAPELERIA SANDY 2;CARRERA 42 No 1 - 52;PUENTE ARANDA;MONTES;Kennedy;01/09/2014
FOTO DIGITAL PROFESIONAL COLOR;CALLE 8 SUR No 35B - 04;PUENTE ARANDA;SANTA MATILDE;Kennedy;01/09/2014
MULTISERVICIO EL CASTILLO;CARRERA 36 No 1A - 22;PUENTE ARANDA;SANTA MATILDE;Kennedy;01/09/2014
DULCERIA MARI_F_DITAS DE LA 60;CARRERA 60 No 4C - 35;PUENTE ARANDA;LA TRINIDAD;Tintal - Zona Franca;01/09/2014
CAFE INTERNET DISTRI POLLO Y HUEVO SANTA RITA;CARRERA 50A No 33- 14 SUR;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
CAFE INTERNET INTERLIHTG;CALLE 33 SUR No 50A - 05 LOCAL 2;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
CAFE INTERNET MULTISERVICIOS Y VARIEDADES GPR;CALLE 29C SUR No 50 - 11;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
MISCELANEA J MINTERNET;CALLE 33 SUR No 50A - 96;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
PAPELERIA D MARCA;AVENIDA CARRERA 50 No 29C SUR 15;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
CAFE INTERNET VIA TELECOM;CARRERA 50A N° 33-33 SUR;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
TIENDA SANJALE;CARRERA 50B No 29 - 29 SUR;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
MISCELANEA MARCELA;CARRERA 39B No 29 SUR 07;PUENTE ARANDA;AUTOPISTA MUZU;Bosa;01/09/2014
CAFE INTERNET CELPEREZ S;CALLE 29 SU No 40A - 09 LOCAL 03;PUENTE ARANDA;AUTOPISTA MUZU;Bosa;01/09/2014
CAFE INTERNET TELECOMUNICACIONES INTERGALACTICAS;CARRERA 41A No 32 - 22 SUR;PUENTE ARANDA;AUTOPISTA MUZU;Bosa;01/09/2014
DROGUERIA SAN RAFAEL L L;CARRERA 53 B No 4F 05;PUENTE ARANDA;SAN RAFAEL;Tintal - Zona Franca;01/09/2014
CAFE INTERNET BOX INTERNET;CALLE 35 SUR No 52A - 51;PUENTE ARANDA;TEJAR;Bosa;01/09/2014
CABINAS TELEFONICAS TELECOMUNICACIONES NAYI;CALLE 5A No 53A - 23;PUENTE ARANDA;SAN RAFAEL;Tintal - Zona Franca;01/09/2014
PAPELERIA REYES COMERCIALIZADORA;CALLE 5A No 53B - 45;PUENTE ARANDA;SAN RAFAEL;Tintal - Zona Franca;01/09/2014
CONFECCIONES CREACIONES ROSITA LA SEXTA;CALLE 4F No 53 - 18 PISO 1;PUENTE ARANDA;SAN RAFAEL;Tintal - Zona Franca;01/09/2014
CABINAS TELECOMUNICACIONES COMPUMUNDO TELECOMUNICACIONES;CARRERA 52 No 18 - 33 SUR  PISO 1;PUENTE ARANDA;SAN EUSEBIO;Kennedy;01/09/2014
CAFE INTERNET KARKIN COM;CARRERA 49I No 11A - 03 SUR;PUENTE ARANDA;SAN EUSEBIO;Kennedy;01/09/2014
PRODUCTOS DE ASEO LA CASA DEL ASEO;CALLE 24 SUR No 52 - 20 INTERIOR 16;PUENTE ARANDA;SAN EUSEBIO;Kennedy;01/09/2014
SUPERMERCADO EL PUNTO DE TODOS;CARRERA 52 No  17 - 23 SUR;PUENTE ARANDA;SAN EUSEBIO;Kennedy;01/09/2014
PAPELERIA Y MISCELANEA EL PARAISO;CARRERA 51D No 24 - 06 SUR;PUENTE ARANDA;SAN EUSEBIO;Kennedy;01/09/2014
MYAS PAPELERA;AVENIDA CALLE 26 SUR No 52B - 94;PUENTE ARANDA;SAN EUSEBIO;Kennedy;01/09/2014
DROGUERIA VILLA LOS ANGELES TEJAR;CARRERA 52 C  NRO 31 - 32 SUR;PUENTE ARANDA;TEJAR;Bosa;01/09/2014
CABINAS TELEFONICAS KAMEROS;CALLE 33 SUR No 52A - 22;PUENTE ARANDA;TEJAR;Bosa;01/09/2014
VETERINARIA LA TIENDA DE LUNA-TODO PARA SU MASCOTA;CARRERA 52C No 28 - 24 SUR;PUENTE ARANDA;TEJAR;Bosa;01/09/2014
CAFE INTERNET TELEGALAN COM;CARRERA 56 No 4A - 28;PUENTE ARANDA;COLON;Tintal - Zona Franca;01/09/2014
CABINAS TELEFONICAS TELEFONICA M D;CARRERA 56 No 17B - 38 LOCAL;PUENTE ARANDA;PUENTE ARANDA;Fontibon;01/09/2014
COPY OUTLET CENTRO DE COPIADO;CALLE 17 No 57 - 55;PUENTE ARANDA;PUENTE ARANDA;Fontibon;01/09/2014
DROGUERIA CAPITALINA;CARRERA 50 No 21 - 41 LOCAL 125;PUENTE ARANDA;PUENTE ARANDA;Fontibon;01/09/2014
DROGUERIA GENERICA;AVENIDA CARRERA 36 No 23A-51;PUENTE ARANDA;ORTEZAL;Fontibon;01/09/2014
LUNA MENSAJERIA Y COMUNICACIONES;CARRERA 50 No 4 - 91  CASA ESQUINERA;PUENTE ARANDA;BARCELONA;Tintal - Zona Franca;01/09/2014
ALMACEN DE REMATES EL PAISA;CARRERA 53B No 4C - 14;PUENTE ARANDA;BARCELONA;Tintal - Zona Franca;01/09/2014
CAFE INTERNET CIBERNET SOLUTIONS;AVENIDA CARRERA 50 No 3 - 45;PUENTE ARANDA;BARCELONA;Tintal - Zona Franca;01/09/2014
CAFE INTERNET CIBERT TRONIC;CARRERA 43 No 5A - 68;PUENTE ARANDA;SAN FRANCISCO;Tintal - Zona Franca;01/09/2014
CAFE INTERNET RAFAEL PAVA;CARRERA 43A No 5 - 75;PUENTE ARANDA;SAN FRANCISCO;Tintal - Zona Franca;01/09/2014
CAFE INTERNET MAOSE COMUNICACIONES ML;CALLE 5A No 45 - 26 LOCAL 3;PUENTE ARANDA;SAN FRANCISCO;Tintal - Zona Franca;01/09/2014
CAFE INTERNET DIEGO COPE.COM;TRANSVERSAL 42 No 3 77;PUENTE ARANDA;SAN FRANCISCO;Tintal - Zona Franca;01/09/2014
CAFE INTERNET TELEINTERACTIVO.COM;CALLE 4D No 57A - 17;PUENTE ARANDA;SAN GABRIEL;Tintal - Zona Franca;01/09/2014
PAPELERIA PIPETAS;CALLE 4 No 56 - 24;PUENTE ARANDA;SAN GABRIEL;Tintal - Zona Franca;01/09/2014
DROGUERIA GUIFEN;CARRERA 54 No 3 - 04;PUENTE ARANDA;COLON;Kennedy;01/09/2014
CAFE INTERNET MUNDO NET.COM;CARRERA 56 No 4 72;PUENTE ARANDA;COLON;Tintal - Zona Franca;01/09/2014
CAFE INTERNET SUVE ASESORIAS Y SERVICIOS;CALLE 5A No 53D - 14;PUENTE ARANDA;COLON;Tintal - Zona Franca;01/09/2014
CAFE INTERNET ACERCATEL.COM;CALLE 5A No 53F - 08 DIRECCION NUEVA;PUENTE ARANDA;COLON;Tintal - Zona Franca;01/09/2014
CAFE INTERNET COMUNICACIONES RICHARD;CARRERA 55 No. 4 B - 62;PUENTE ARANDA;COLON;Tintal - Zona Franca;01/09/2014
CAFE INTERNET COMUNICACIONES LAURELS;CARRERA 56 No 4B - 96;PUENTE ARANDA;COLON;Tintal - Zona Franca;01/09/2014
CABINAS TELEFONICAS Y PAPELERIA;CALLE 48A No  88C - 10 SUR;PUENTE ARANDA;COLON;Tintal - Zona Franca;01/09/2014
PAPELERIA SHEILA;TRANSVERSAL 40 No 24 - 91 TORRE 8 APARTAMENTO 101 CONJUNTO CANENDULA;PUENTE ARANDA;ORTEZAL;Fontibon;01/09/2014
CAFE INTERNET BETOSCOMUNIC@TE.COM;AVENIDA CARRERA 40 No 22B 39;PUENTE ARANDA;ORTEZAL;Fontibon;01/09/2014
PAPELERIA COPING FACING;CARRERA 43A No 20B - 20;PUENTE ARANDA;ORTEZAL;Fontibon;01/09/2014
CAFE INTERNET SERVICOPIAS;CALLE 20 No 42 86;PUENTE ARANDA;ORTEZAL;Fontibon;01/09/2014
OFICINA DE SERVICIO FOTO VISA VIP;AVENIDA CALLE 24 No 48 - 13;PUENTE ARANDA;ORTEZAL;Fontibon;01/09/2014
CAFE INTERNET SAMROMA EU;CARRERA 37 No 23A-36;PUENTE ARANDA;ORTEZAL;Fontibon;01/09/2014
CAFE INTERNET  D J S LIBERTADORES CARGA Y ENCOMIENDA;CALLE 12 A No 66A 18 34;PUENTE ARANDA;SALAZAR GOMEZ;Tintal - Zona Franca;01/09/2014
INTERNET @CAFE;CALLE 12 No 65B - 12;PUENTE ARANDA;SALAZAR GOMEZ;Tintal - Zona Franca;01/09/2014
DROGUERIA DORGAS SERRANO;CARRERA 67 No 12 - 06;PUENTE ARANDA;SALAZAR GOMEZ;Tintal - Zona Franca;01/09/2014
DEPRISA SAN ANDRESITO DE LA 38;CALLE 9 No 37 - 72;PUENTE ARANDA;LOS EJIDOS;Tintal - Zona Franca;01/09/2014
CAFE INTERNET CONECT@DOS;CALLE 9 No 36 - 03 LOCAL 114;PUENTE ARANDA;LOS EJIDOS;Tintal - Zona Franca;01/09/2014
SHOPING STORE PUERTO LOPEZ  No 2;CARRERA 38 No 10 - 90  LC 1100;PUENTE ARANDA;LOS EJIDOS;Tintal - Zona Franca;01/09/2014
MISCELANEA Y PAPELERIA SANTI;CALLE 9 No 37A - 62 LC 2007;PUENTE ARANDA;LOS EJIDOS;Tintal - Zona Franca;01/09/2014
MISCELANEA MAXI MINI;CALLE 8A No 37 - 18 LOCAL 21B;PUENTE ARANDA;LOS EJIDOS;Tintal - Zona Franca;01/09/2014
REPARACION DE ELECTRODOMESTICOS SERVIELECTRONICA AYA;CALLE 8A No 37A - 09 LOCAL 220;PUENTE ARANDA;LOS EJIDOS;Tintal - Zona Franca;01/09/2014
CABINAS TELEFONICAS MAX Y SARA;CARRERA 141A BIS No 143B - 16;PUENTE ARANDA;LOS EJIDOS;Tintal - Zona Franca;01/09/2014
CAFE INTERNET ISA.COM;CALLE 9 No 37A - 62 LOCAL 2073;PUENTE ARANDA;LOS EJIDOS;Tintal - Zona Franca;01/09/2014
PAPELERIA TODO PROMOCIONES INC;CARRERA 38 No 3A - 11;PUENTE ARANDA;TIBANA;Kennedy;01/09/2014
SIN BOGOTA PRIMAVERA;CALLE  3 No 38 - 20;PUENTE ARANDA;TIBANA;Kennedy;01/09/2014
CIGARRERIA ANISA;CARRERA 34 No 4 - 26;PUENTE ARANDA;COMUNEROS;Kennedy;01/09/2014
CAFE INTERNET LA PLAYA;CARRERA 34 No 10 - 13;PUENTE ARANDA;PENSILVANIA;Tintal - Zona Franca;01/09/2014
FERRETERIA Y ACABADOS LA TERCERA;AVENIDA CALLE 3 No 53A - 91;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
CAFE INTERNET COMUNICACIONES VALENTINA;DIAGONAL 2 No 58 - 34;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
MISCELANEA VARIEDADES NANITA;CARRERA 62 No 2C - 83;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
CABINAS TELEFONICAS MONDONET COMUNICACIONES;CARRERA 51 D No 28 32;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
CAFE INTERNET NISSI;CALLE 2 No 53G - 27;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
SHADDAY COMUNICACIONES E INTERNET;CARRERA 56 No 2A - 09;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
MISCELANEA ALFA DE JAVIER Y CAMILA;CALLE 2B No 54 - 15;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
DISLOTERIAS Y MULTISERVICIOS JAIRO MARTIN;CARRERA 56 No 2A - 15;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
PAGOS Y PAGOS;CALLE 2 No 54 - 31;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
CAFE INTERNET ARINTAI COMUNICACION;CARRERA 60 No 2C- 62;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
CABINAS COMUNICACIONES CJ;CALLE  2 No 54 - 13;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
CAFE INTERNET CIBER BOGOTA;CARRERA 56 NO 2B - 75;PUENTE ARANDA;GALAN;Kennedy;01/09/2014
ALMACEN DISENO Y SOLUCIONES;AVENIDA CARRERA 68 No 12 - 00 SUR;PUENTE ARANDA;PROVIVIENDA NORTE;Kennedy;01/09/2014
MISCELANEA E INTERNET MINIMERCADO CAR;CARRERA 63 No 14 - 36 SUR;PUENTE ARANDA;PROVIVIENDA NORTE;Kennedy;01/09/2014
DOTACIONES Y DESECHABLES DOTA DES LTDA;AVENIDA CARRERA 68 No 17 - 04 SUR;PUENTE ARANDA;PROVIVIENDA NORTE;Kennedy;01/09/2014
DOTACION INDUSTRIAL RAFAEL BERNAL;AVENIDA CARRERA 68 No 8 - 20 SUR;PUENTE ARANDA;PROVIVIENDA NORTE;Kennedy;01/09/2014
CINEFOX VIDEO JPE;TRANSVERSAL 52B No  1B - 01 LOCAL 2;PUENTE ARANDA;LA CAMELIA;Kennedy;01/09/2014
CAFE INTERNET PM;CARRERA 50 No 18 - 06;PUENTE ARANDA;BATALLON CALDAS;Fontibon;01/09/2014
CABINAS TELEFONICAS JOSE FERNANDO PACANCHIQUE;CALLE 8 SUR No 39 - 78;PUENTE ARANDA;JORGE GAITAN CORTES;Kennedy;01/09/2014
TELECOMUNICACIONES AYR NET  COM;AVENIDA CALLE 3 No 39A - 25 / 38;PUENTE ARANDA;JORGE GAITAN CORTES;Kennedy;01/09/2014
CIGARRERIA LA CUARENTA;CARRERA 40 No 0 - 30;PUENTE ARANDA;JORGE GAITAN CORTES;Kennedy;01/09/2014
CAFE INTERNTET COMUNICACIONES PIGOZ;CALLE 8 SUR No 37 - 02;PUENTE ARANDA;JORGE GAITAN CORTES;Kennedy;01/09/2014
ESTETICA Y BELLEZA YUDY ROBAYO;CALLE 37 SUR No 52C - 13;PUENTE ARANDA;ALQUERIA;Bosa;01/09/2014
CAFE INTERNET LA ESTACION .COM;CALLE 40 SUR No 52B - 27;PUENTE ARANDA;ALQUERIA;Bosa;01/09/2014
CAFE INTERNET GLOBATEL.COM;CALLE 1F No 35B - 11;PUENTE ARANDA;BOCHICA;Kennedy;01/09/2014
PAPELERIA Y MISCELANEA GRAFOS;CALLE 10 SUR No 37B - 32;PUENTE ARANDA;REMANSO;Kennedy;01/09/2014
PAPELERIA Y SERVICIOS C Y M;CARRERA 38B No 8 - 26 SUR;PUENTE ARANDA;REMANSO;Kennedy;01/09/2014
CABINAS TELEFONICAS INTERRADISISMO;AVENIDA CALLE 26 SUR No 51F - 47;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
MISCELANEA CYPEROS ALCALA;CARRERA 52 A No 31 - 02 SUR;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
ALMACEN MODA CAUTIVADORA;CARRERA 52A No 29 - 26 SUR;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
CAFE INTERNET ALCALA COM;CARRERA 52A No 34- 54 SUR;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
CAFE INTERNET SANDRA TOVAR;CALLE 32 SUR No 51 - 05;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
CAFE INTERNET LATIN COMUNICACIONES;CARRERA 51D No 30 - 15 SUR;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
PAPELERIA CLASE;CALLE 27 SUR No 51A - 14;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
CABINAS TELEFONICAS CABINAS MONDRAGON;CALLE 37 SUR No 51G -  06;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
PAPELERIA Y MISCELANEA AGAPE;CALLE 37 SUR No 51D - 16;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
CABINAS TELEFONICAS CONECCEL;AVENIDA 1 DE MAYO No 51F - 05;PUENTE ARANDA;ALCALA;Bosa;01/09/2014
DEPRISA PALOQUEMAO 2;CALLE 19 NO 33 - 7;PUENTE ARANDA;ESTACION CENTRAL;Tintal - Zona Franca;01/09/2014
CAFE INTERNET MARY LUZ SIACHOQUE;CARRERA 30 No 13 - 51;PUENTE ARANDA;ESTACION CENTRAL;Tintal - Zona Franca;01/09/2014
SUPERMERCADO DONDE TAVO;CALLE 19B No 33 - 71;PUENTE ARANDA;CUNDINAMARCA;Tintal - Zona Franca;01/09/2014
PAPELERIA FOTOCOPIAS E IMPRESIONES;AVENIDA CALLE 19 No 32 - 56;PUENTE ARANDA;CUNDINAMARCA;Tintal - Zona Franca;01/09/2014
DROGUERIA PIJAOS;CARRERA 65 No 4G - 00;PUENTE ARANDA;LA PRADERA;Tintal - Zona Franca;01/09/2014
CAFE INTERNET AMERICAN EDITORIA LTDA;CARRERA 67A No 4D - 71;PUENTE ARANDA;LA PRADERA;Tintal - Zona Franca;01/09/2014
PAPELERIA Y MISCELANEA LAPIZ Y COLOR;CALLE 8 SUR No 31A - 34;PUENTE ARANDA;SANTA MATILDE;Kennedy;01/09/2014
PAPELERIA VOGULS;CALLE 1A No 35 - 20;PUENTE ARANDA;SANTA MATILDE;Kennedy;01/09/2014
MISCELANEA ZALOME;CALLE 8 SUR No 34 - 04 LOCAL 2;PUENTE ARANDA;SANTA MATILDE;Kennedy;01/09/2014
CAFE INTERNET STREETBIKES;CARRERA 58 No 4D - 95;PUENTE ARANDA;LA TRINIDAD;Tintal - Zona Franca;01/09/2014
DULCERIA DISTRIBUIDORA VELCOR;CARRERA 58 No 5A - 33;PUENTE ARANDA;LA TRINIDAD;Tintal - Zona Franca;01/09/2014
CAFE INTERNET INTER.PAPER.SAS;CALLE 5A No 60 - 09;PUENTE ARANDA;LA TRINIDAD;Tintal - Zona Franca;01/09/2014
DROGUERIA OSKAR;AVENIDA CALLE 26 SUR No 38B - 54;PUENTE ARANDA;AUTOPISTA MUZU ORIENTAL;Bosa;01/09/2014
MICELANIA Y MINIMERCADO AVIMAR;CALLE 27 B SUR  No  37  -  40;PUENTE ARANDA;AUTOPISTA MUZU ORIENTAL;Bosa;01/09/2014
CYC CONTACTOS Y COMUNICACIONES;CALLE 2 No 30A 25;PUENTE ARANDA;LA ASUNCION;Kennedy;01/09/2014
DROGUERIA MINIMARKET LA SEGUNDA;CARRERA 31D No 1H - 87;PUENTE ARANDA;LA ASUNCION;Kennedy;01/09/2014
ALMACEN DE REMATES PERFEL;CALLE 1F No 31D - 24;PUENTE ARANDA;LA ASUNCION;Kennedy;01/09/2014
BOGEXPLORE SAS;CALLE 48L SUR 5C - 39;PUENTE ARANDA;LA ASUNCION;Kennedy;01/09/2014
CAFE INTERNET EMILIO COM M Y R;CARRERA 32C No 1F - 13;PUENTE ARANDA;LA ASUNCION;Kennedy;01/09/2014
CAFE INTERNET CABINTEL COMUNICACIONES;CALLE 2 No 31 - 38;PUENTE ARANDA;LA ASUNCION;Kennedy;01/09/2014
CAFE INTERNET LLAMADAS ALEJANDRA;CARRERA 51 B No 41B - 58 SUR;PUENTE ARANDA;OSPINA PEREZ SUR;Bosa;01/09/2014
PAPELERIA SANDRA MARITZA TORRES;CARRERA 51 No 38B - 14 SUR;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
MISCELANEA Y PAPELERIA ANDROMEDA;CARRERA 50 A No 40 - 38 SUR;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
DROGUERIA YAMID;CALLE 41A SUR No 50 - 97;PUENTE ARANDA;AUTOPISTA SUR;Bosa;01/09/2014
CAFE INTERNET INGRID RODRIGUEZ;CARRERA 40 No 35 - 05 SUR;PUENTE ARANDA;AUTOPISTA MUZU;Bosa;01/09/2014
CAFE INTERNET EL LEON;CALLE 33 SUR No 40A - 44;PUENTE ARANDA;AUTOPISTA MUZU;Bosa;01/09/2014
PAPELERIA FOTOCOPIAS A LA CARRERA;AVENIDA CALLE 9 No 50 - 15 LOCAL 236;PUENTE ARANDA;SAN RAFAEL INDUSTRIAL;Tintal - Zona Franca;01/09/2014
CLICK SERVICIOS INFORMATICOS;CARRERA 54 No 14 - 89 LOCAL 1;PUENTE ARANDA;PUENTE ARANDA;Fontibon;01/09/2014
ENVIOS RAPIDOS Y EFECTIVOS;CARRERA 53 No 14 80;PUENTE ARANDA;PUENTE ARANDA;Fontibon;01/09/2014
CERRAJERIA Y ACCESORIOS;CARRERA 56 No 14 - 88;PUENTE ARANDA;PUENTE ARANDA;Fontibon;01/09/2014
PAPELERIA EL CHE EU;CALLE 15 No 55 - 23;PUENTE ARANDA;PUENTE ARANDA;Fontibon;01/09/2014
